year,cntry_code,avg_temp_c
2008,HU,11.531083333333335
2008,IE,10.15875
2008,IT,13.88125
2008,LV,7.6810833333333335
2008,LT,8.175333333333333
2008,LU,10.128666666666666
2008,MT,19.818166666666666
2008,NL,10.794583333333334
2008,PL,9.469166666666666
2008,PT,15.270000000000001
2008,RO,10.461
2008,SK,9.397416666666667
2008,SI,11.247916666666669
2008,ES,14.2295
2008,SE,4.218
2008,UK,9.34825
2009,AT,7.616
2009,BE,10.6285
2009,BG,11.894
2009,HR,12.875083333333334
2009,CY,20.157333333333334
2009,CZ,8.965666666666667
2009,DK,-16.783166666666666
2009,EE,6.061833333333333
2009,FI,2.43925
2009,FR,13.941666666666668
2009,DE,9.359166666666667
2009,EL,15.956166666666666
2009,HU,11.381083333333335
2009,IE,10.15725
2009,IT,14.052916666666667
2009,LV,6.559333333333334
2009,LT,7.096083333333333
2009,LU,10.328083333333334
2009,MT,19.579250000000002
2009,NL,10.707166666666668
2009,PL,8.652916666666668
2009,PT,15.9835
2009,RO,10.470666666666666
2009,SK,9.001666666666667
2009,SI,11.237416666666666
2009,ES,14.968083333333333
2009,SE,3.5024166666666665
2009,UK,9.453333333333333
2010,AT,6.6490833333333335
2010,BE,9.361749999999999
2010,BG,11.766333333333334
2010,HR,11.960833333333333
2010,CY,20.952
2010,CZ,7.75225
2010,DK,-15.085749999999999
2010,EE,5.043
2010,FI,1.1437500000000003
2010,FR,13.115416666666668
2010,DE,8.009
2010,EL,16.37125
2010,HU,10.347833333333334
2010,IE,9.258166666666666
2010,IT,13.324916666666667
2010,LV,5.711083333333334
2010,LT,6.3258333333333345
2010,LU,9.134666666666666
2010,MT,19.664416666666668
2010,NL,9.264583333333333
2010,PL,7.621416666666666
2010,PT,15.68425
2010,RO,9.851666666666667
2010,SK,8.072999999999999
2010,SI,10.194
2010,ES,14.246
2010,SE,1.6585
2010,UK,8.394333333333334
2011,AT,7.855583333333333
2011,BE,11.305333333333332
2011,BG,11.047833333333335
2011,HR,12.755166666666668
2011,CY,19.68191666666667
2011,CZ,9.172166666666666
2011,DK,-16.641416666666668
2011,EE,6.865333333333333
2011,FI,3.541166666666667
2011,FR,14.479583333333332
2011,DE,9.819583333333334
2011,EL,15.261333333333335
2011,HU,10.877
2011,IE,10.345416666666667
2011,IT,14.173166666666667
2011,LV,7.2452499999999995
2011,LT,7.635000000000001
2011,LU,11.032000000000002
2011,MT,19.3135
2011,NL,11.076
2011,PL,8.951666666666666
2011,PT,16.066416666666665
2011,RO,9.569
2011,SK,8.846
2011,SI,11.208083333333333
2011,ES,15.321083333333334
2011,SE,4.51875
2011,UK,9.907916666666667
2012,AT,7.611333333333334
2012,BE,10.351833333333333
2012,BG,12.027583333333332
2012,HR,12.9735
2012,CY,20.012
2012,CZ,8.927583333333333
2012,DK,-16.260916666666667
2012,EE,5.486
2012,FI,1.9072500000000001
2012,FR,13.707166666666666
2012,DE,9.227166666666667
2012,EL,16.0395
2012,HU,11.293666666666667
2012,IE,10.035833333333334
2012,IT,14.079
2012,LV,6.043333333333334
2012,LT,6.723583333333334
2012,LU,10.109250000000001
2012,MT,19.829166666666666
2012,NL,10.438166666666666
2012,PL,8.53775
2012,PT,15.392166666666666
2012,RO,10.301083333333333
2012,SK,8.873166666666666
2012,SI,11.27825
2012,ES,14.58
2012,SE,2.972833333333334
2012,UK,9.037416666666667
2013,AT,8.055125
2013,BE,10.060125
2013,BG,13.411875
2013,HR,13.588999999999999
2013,CY,20.349875
2013,CZ,9.281
2013,DK,-14.92725
2013,EE,6.961749999999999
2013,FI,4.064125000000001
2013,FR,13.584624999999999
2013,DE,9.23525
2013,EL,17.1535
2013,HU,12.3015
2013,IE,9.97475
2013,IT,14.165
2013,LV,7.322375000000001
2013,LT,7.803999999999999
2013,LU,9.90025
2013,MT,19.437375
2013,NL,9.8565
2013,PL,9.257875
2013,PT,15.88925
2013,RO,11.6455
2013,SK,9.685625
2013,SI,11.74475
2013,ES,14.858875000000001
2013,SE,4.19975
2013,UK,8.9975
